20240710,000752,2
20240710,600165,2
20240711,600117,1
20240711,600165,2
20240712,600462,1
20240712,002052,2
20240712,600117,2
20240715,002822,1
20240715,002197,1
20240715,603879,1
20240715,600462,2
20240716,300167,1
20240716,002197,2
20240716,603879,2
20240717,603879,1
20240717,002592,1
20240717,002822,2
20240718,002822,1
20240718,603879,2
20240718,603879,2
20240718,603879,2
20240719,002592,2
20240719,002822,2
20240719,300167,2
20240722,002124,1
20240723,000070,1
20240723,000909,1
20240723,603879,2
20240723,002124,2
20240724,600360,1
20240724,600083,1
20240724,000070,2
20240724,000909,2
20240725,000615,1
20240725,600568,1
20240725,600083,2
20240726,000851,1
20240726,600360,2
20240726,600568,2
20240729,300108,1
20240729,002822,1
20240730,300108,2
20240730,002822,2
20240731,002822,1
20240731,603879,1
20240731,000851,2
20240731,000851,2
20240731,000851,2
20240801,002822,2
20240801,603879,2
20240801,000615,2
20240802,600136,1
20240805,600083,1
20240805,000851,2
20240805,600136,2
20240806,600234,1
20240806,000622,1
20240806,600608,1
20240807,600608,2
20240808,002424,1
20240808,600083,2
20240809,000506,1
20240809,600234,2
20240809,000622,2
20240809,002424,2
20240812,002822,1
20240812,600898,1
20240812,002742,1
20240813,002822,2
20240813,002742,2
20240814,000506,2
20240815,000622,1
20240815,000656,1
20240815,600715,1
20240816,600898,2
20240816,000622,2
20240816,600715,2
20240816,000656,2
20240819,603559,1
20240821,600165,1
20240821,000525,1
20240821,603869,1
20240822,000525,2
20240822,603869,2
20240823,600898,1
20240823,000584,1
20240823,600165,2
20240823,603559,2
20240826,600165,1
20240826,002052,1
20240827,600898,2
20240827,600898,2
20240827,600898,2
20240828,600898,2
20240828,000584,2
20240828,600165,2
20240829,600462,1
20240829,600608,1
20240829,002309,1
20240830,600462,2
20240830,600608,2
20240830,002052,2
20240830,002309,2
20240902,002650,1
20240903,002822,1
20240903,002490,1
20240903,002721,1
20240903,002650,2
20240904,603959,1
20240904,002721,2
20240904,002822,2
20240905,002217,1
20240905,002310,1
20240906,002490,2
20240906,002217,2
20240906,002310,2
20240906,603959,2
20240909,002217,1
20240909,600365,1
20240909,600715,1
20240910,002528,1
20240910,600715,2
20240911,002259,1
20240911,002217,2
20240911,600365,2
20240911,002217,2
20240911,002217,2
20240912,600715,1
20240912,002528,2
20240912,002259,2
20240913,002217,2
20240913,600715,2
20240918,002822,1
20240918,600365,1
20240919,002822,2
20240919,600365,2
20240920,603557,1
20240923,002822,1
20240923,002586,1
20240924,002822,2
20240925,300125,1
20240925,603557,2
20240926,600711,1
20240926,002586,2
20240926,300125,2
20240927,000609,1
20240927,600136,1
20240927,002951,1
20240927,600711,2
20240930,600715,1
20240930,000609,2
20240930,600136,2
20241008,002951,2
20241008,600715,2
20241009,600831,1
20241009,600711,1
20241009,002490,1
20241009,603023,1
20241010,603023,2
20241011,600360,1
20241011,600711,2
20241011,002490,2
20241011,600831,2
20241014,603559,1
20241014,002721,1
20241014,600360,2
20241015,603559,2
20241015,002721,2
20241016,603007,1
20241017,000615,1
20241017,002650,1
20241017,600234,1
20241017,603007,2
20241018,002721,1
20241018,002650,2
20241021,002808,1
20241021,000615,2
20241021,002721,2
20241021,600234,2
20241022,002289,1
20241022,002808,2
20241023,300536,1
20241023,600608,1
20241023,600671,1
20241023,002289,2
20241024,600711,1
20241024,300536,2
20241024,600671,2
20241025,603959,1
20241025,603388,1
20241025,600608,2
20241025,600711,2
20241028,000908,1
20241028,600804,1
20241029,603388,2
20241030,002808,1
20241031,600804,2
20241031,002808,2
20241101,000609,1
20241101,000851,1
20241101,603959,2
20241101,000908,2
20241104,603377,1
20241104,600289,1
20241105,000851,2
20241105,600289,2
20241106,600303,1
20241106,600715,1
20241106,000609,2
20241106,603377,2
20241107,000609,1
20241107,000669,1
20241107,600303,2
20241107,600715,2
20241108,600190,1
20241108,600165,1
20241108,000609,2
20241108,000669,2
20241111,603879,1
20241111,600462,1
20241112,600165,2
20241112,600462,2
20241112,600190,2
20241112,603879,2
20241113,002425,1
20241113,603388,1
20241113,002141,1
20241113,603879,1
20241114,002425,2
20241114,002141,2
20241114,603879,2
20241115,000851,1
20241115,000615,1
20241115,603388,2
20241118,603828,1
20241118,600462,1
20241120,603828,2
20241120,600462,2
20241121,000851,2
20241122,002310,1
20241122,000752,1
20241122,000656,1
20241125,000752,2
20241125,000656,2
20241127,000615,2
20241128,002822,1
20241128,002168,1
20241128,600234,1
20241129,002310,2
20241129,002822,2
20241129,600234,2
20241202,000615,1
20241202,603388,1
20241202,002808,1
20241203,002168,2
20241203,000615,2
20241203,603388,2
20241204,002251,1
20241204,002024,1
20241204,002808,2
20241205,002808,1
20241205,603388,1
20241205,002251,2
20241205,002024,2
20241206,603003,1
20241206,002005,1
20241206,002808,2
20241206,603388,2
20241209,002425,1
20241209,002141,1
20241209,603003,2
20241209,002005,2
20241209,002005,2
20241209,002005,2
20241210,600136,1
20241210,002425,2
20241210,002141,2
20241211,002822,1
20241211,002336,1
20241211,600136,2
20241212,600381,1
20241212,002822,2
20241212,002336,2
20241213,002005,2
20241213,600381,2
20241216,600360,1
20241217,600234,1
20241217,600360,2
20241219,600234,2
20241223,002742,1
20241223,002602,1
20241224,002602,2
20241225,002742,2
20250103,002569,1
20250106,002569,2
20250107,002569,1
20250108,300313,1
20250108,002569,2
20250109,000669,1
20250109,600381,1
20250109,300313,2
20250110,600381,2
20250113,600381,1
20250113,000669,2
20250114,600165,1
20250114,002289,1
20250115,600381,2
20250116,600165,2
20250116,002289,2
20250120,002592,1
20250122,603828,1
20250122,002592,2
20250123,002124,1
20250123,603828,2
20250124,002124,2
20250205,600234,1
20250206,600165,1
20250206,002259,1
20250206,600234,2
20250207,000506,1
20250207,002259,2
20250210,600360,1
20250210,603388,1
20250210,600165,2
20250211,600165,1
20250211,600360,2
20250211,603388,2
20250212,002808,1
20250212,002647,1
20250212,000506,2
20250213,000506,1
20250213,002808,2
20250213,002647,2
20250214,603388,1
20250214,002656,1
20250214,600165,2
20250214,000506,2
20250214,600165,2
20250217,600462,1
20250217,002005,1
20250217,002656,2
20250218,002490,1
20250218,603388,2
20250218,600462,2
20250218,002005,2
20250219,603388,1
20250219,600136,1
20250219,002490,2
20250220,603388,2
20250220,600136,2
20250224,000506,1
20250225,000506,2
20250226,002528,1
20250226,002564,1
20250227,002490,1
20250227,002564,2
20250228,002742,1
20250228,002490,2
20250228,002528,2
20250303,600360,1
20250303,002309,1
20250303,603003,1
20250303,002742,2
20250304,603377,1
20250304,002309,2
20250304,603003,2
20250305,300108,1
20250305,600360,2
20250306,000622,1
20250306,002309,2
20250306,603377,2
20250306,300108,2
20250307,002310,1
20250307,000622,2
20250310,002310,2
20250311,600303,1
20250312,600711,1
20250312,000622,1
20250312,600608,1
20250312,600303,2
20250313,600289,1
20250313,000622,2
20250314,000525,1
20250317,600711,2
20250317,000525,2
20250318,002951,1
20250319,002647,1
20250319,600608,2
20250319,002951,2
20250320,002197,1
20250320,002289,1
20250321,002647,2
20250321,002289,2
20250324,002424,1
20250324,002124,1
20250324,600289,2
20250325,600289,1
20250325,002197,2
20250325,002124,2
20250326,002310,1
20250326,002424,2
20250327,603608,1
20250327,002310,2
20250328,002424,1
20250328,600360,1
20250328,603608,2
20250331,603388,1
20250331,600360,2
20250331,002424,2
20250401,600289,2
20250401,603388,2
20250401,600289,2
20250401,600289,2
20250402,600358,1
20250402,000506,1
20250402,600165,1
20250403,000506,2
20250403,600165,2
20250403,600358,2
20250407,002490,1
20250409,600289,2
20250409,002490,2
20250411,600358,1
20250414,603879,1
20250414,000506,1
20250414,600671,1
20250414,600358,2
20250415,603879,2
20250415,000506,2
20250415,600671,2
20250417,600234,1
20250418,600234,2
20250421,002259,1
20250422,603828,1
20250422,002259,2
20250424,600777,1
20250424,603828,2
20250430,002425,1
20250506,000656,1
20250506,002425,2
20250507,000656,2
20250508,002848,1
20250508,002528,1
20250508,600608,1
20250509,002848,2
20250509,002528,2
20250509,600608,2
20250512,002848,1
20250512,603557,1
20250512,000668,1
20250513,002848,2
20250513,603557,2
20250514,000691,1
20250514,002305,1
20250515,000668,2
20250516,600193,1
20250516,000691,2
20250516,002305,2
20250519,600193,2
20250520,002168,1
20250521,002306,1
20250521,000608,1
20250521,002168,2
20250522,002816,1
20250522,002306,2
20250523,000004,1
20250523,002816,2
20250526,000608,2
20250527,002569,1
20250527,000004,2
20250528,000609,1
20250528,600238,1
20250528,002569,2
20250529,002693,1
20250529,600238,2
20250530,600355,1
20250530,000609,2
20250530,002693,2
20250603,000851,1
20250603,600355,2
20250604,002816,1
20250604,000004,1
20250604,000851,2
20250605,000820,1
20250605,000004,2
20250606,002630,1
20250606,002816,2
20250609,600568,1
20250609,002630,2
20250609,000820,2
20250610,002316,1
20250611,000525,1
20250611,002316,2
20250612,600568,2
20250613,000609,1
20250613,603959,1
20250613,000525,2
20250616,002253,1
20250616,603959,2
20250617,603959,1
20250617,002253,2
20250618,000504,1
20250618,000609,2
20250618,603959,2
20250619,002898,1
20250619,600228,1
20250619,000504,2
20250620,002528,1
20250623,002528,2
20250624,002528,1
20250624,600228,2
20250624,002898,2
20250625,002424,1
20250625,002647,1
20250625,002528,2
20250626,002197,1
20250626,002424,2
20250626,002647,2
20250627,603398,1
20250627,002197,2
20250630,002005,1
20250701,603959,1
20250701,603398,2
20250701,002005,2
20250701,002005,2
20250701,002005,2
20250702,002630,1
20250702,603959,2
20250703,000851,1
20250703,002630,2
20250703,002005,2
20250704,300472,1
20250704,000851,2
20250707,002305,1
20250707,300472,2
20250708,002305,2
20250709,600711,1
20250709,000669,1
20250710,000851,1
20250710,600711,2
20250714,600289,1
20250714,000669,2
20250714,000851,2
20250715,002199,1
20250715,600777,2
20250716,600107,1
20250716,600777,1
20250716,600289,2
20250716,002199,2
20250717,600107,2
20250718,002713,1
20250718,600608,1
20250722,603721,1
20250722,600777,2
20250722,600608,2
20250723,002713,2
20250724,600711,1
20250724,002602,1
20250724,603721,2
20250725,300344,1
20250725,002305,1
20250725,600711,2
