日期,委托时间,品种,股票代码,买卖类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-6-24,13:00:00,股票,*ST返利(600228.XSHG),卖,市价单,-29100股,4.69,-136479,-29100股,-,-13677,81.89,全部成交,2025-6-24 13:00
2025-6-24,14:00:00,股票,*ST赛隆(002898.XSHE),卖,市价单,-11000股,12.1,-133100,-11000股,-,-17160,79.86,全部成交,2025-6-24 14:00
2025-6-25,9:30:00,股票,ST百灵(002424.XSHE),买,市价单,27200股,4.94,134368,27200股,-,0,13.44,全部成交,2025-6-25 9:30
2025-6-25,9:30:00,股票,*ST仁东(002647.XSHE),买,市价单,22400股,6,134400,22400股,-,0,13.44,全部成交,2025-6-25 9:30
2025-6-25,13:00:00,股票,ST英飞拓(002528.XSHE),卖,市价单,-45900股,2.98,-136782,-45900股,-,-4590,82.07,全部成交,2025-6-25 13:00
2025-6-26,9:30:00,股票,ST证通(002197.XSHE),买,市价单,19800股,6.92,137016,19800股,-,0,13.7,全部成交,2025-6-26 9:30
2025-6-26,13:00:00,股票,ST百灵(002424.XSHE),卖,市价单,-27200股,5.2,-141440,-27200股,-,7072,84.86,全部成交,2025-6-26 13:00
2025-6-26,13:00:00,股票,*ST仁东(002647.XSHE),卖,市价单,-22400股,6.04,-135296,-22400股,-,896,81.18,全部成交,2025-6-26 13:00
2025-6-27,9:30:00,股票,*ST沐邦(603398.XSHG),买,市价单,27300股,5.06,138138,27300股,-,0,13.81,全部成交,2025-6-27 9:30
2025-6-27,13:00:00,股票,ST证通(002197.XSHE),卖,市价单,-19800股,6.92,-137016,-19800股,-,0,82.21,全部成交,2025-6-27 13:00
2025-6-30,9:30:00,股票,ST德豪(002005.XSHE),买,市价单,55300股,2.5,138250,55300股,-,0,13.82,全部成交,2025-6-30 9:30
2025-7-1,9:30:00,股票,ST百利(603959.XSHG),买,市价单,22600股,6.06,136956,22600股,-,0,13.7,全部成交,2025-7-1 9:30
2025-7-1,13:00:00,股票,*ST沐邦(603398.XSHG),卖,市价单,-27300股,5.72,-156156,-27300股,-,18018,93.69,全部成交,2025-7-1 13:00
2025-7-1,13:00:00,股票,ST德豪(002005.XSHE),卖,市价单,-0股,--,0,-55300股,-,0,0,已撤单,2025-7-1 13:00
2025-7-1,14:00:00,股票,ST德豪(002005.XSHE),卖,市价单,-0股,--,0,-55300股,-,0,0,已撤单,2025-7-1 14:00
2025-7-1,14:55:00,股票,ST德豪(002005.XSHE),卖,市价单,-0股,--,0,-55300股,-,0,0,已撤单,2025-7-1 14:55
2025-7-2,9:30:00,股票,ST华西(002630.XSHE),买,市价单,57700股,2.72,156944,57700股,-,0,15.69,全部成交,2025-7-2 9:30
2025-7-2,13:00:00,股票,ST百利(603959.XSHG),卖,市价单,-22600股,6.24,-141024,-22600股,-,4068,84.61,全部成交,2025-7-2 13:00
2025-7-3,9:30:00,股票,*ST高鸿(000851.XSHE),买,市价单,54600股,2.58,140868,54600股,-,0,14.09,全部成交,2025-7-3 9:30
2025-7-3,13:00:00,股票,ST华西(002630.XSHE),卖,市价单,-57700股,2.88,-166176,-57700股,-,9232,99.71,全部成交,2025-7-3 13:00
2025-7-3,14:00:00,股票,ST德豪(002005.XSHE),卖,市价单,-55300股,2.42,-133826,-55300股,-,-4424,80.3,全部成交,2025-7-3 14:00
2025-7-4,9:30:00,股票,*ST新元(300472.XSHE),买,市价单,33900股,4.42,149838,33900股,-,0,14.98,全部成交,2025-7-4 9:30
2025-7-4,13:00:00,股票,*ST高鸿(000851.XSHE),卖,市价单,-54600股,2.72,-148512,-54600股,-,7644,89.11,全部成交,2025-7-4 13:00
2025-7-7,9:30:00,股票,*ST南置(002305.XSHE),买,市价单,65900股,2.26,148934,65900股,-,0,14.89,全部成交,2025-7-7 9:30
2025-7-7,13:00:00,股票,*ST新元(300472.XSHE),卖,市价单,-33900股,5.38,-182382,-33900股,-,32544,109.43,全部成交,2025-7-7 13:00
2025-7-8,13:00:00,股票,*ST南置(002305.XSHE),卖,市价单,-65900股,2.41,-158819,-65900股,-,9885,95.29,全部成交,2025-7-8 13:00
2025-7-9,9:30:00,股票,ST盛屯(600711.XSHG),买,市价单,22000股,7.42,163240,22000股,-,0,16.32,全部成交,2025-7-9 9:30
2025-7-9,9:30:00,股票,ST金鸿(000669.XSHE),买,市价单,58900股,2.78,163742,58900股,-,0,16.37,全部成交,2025-7-9 9:30
2025-7-10,9:30:00,股票,*ST高鸿(000851.XSHE),买,市价单,56000股,2.92,163520,56000股,-,0,16.35,全部成交,2025-7-10 9:30
2025-7-10,13:00:00,股票,ST盛屯(600711.XSHG),卖,市价单,-22000股,6.94,-152680,-22000股,-,-10560,91.61,全部成交,2025-7-10 13:00
2025-7-14,9:30:00,股票,ST信通(600289.XSHG),买,市价单,21000股,7.22,151620,21000股,-,0,15.16,全部成交,2025-7-14 9:30
2025-7-14,13:00:00,股票,ST金鸿(000669.XSHE),卖,市价单,-58900股,2.66,-156674,-58900股,-,-7068,94,全部成交,2025-7-14 13:00
2025-7-14,13:00:00,股票,*ST高鸿(000851.XSHE),卖,市价单,-56000股,2.8,-156800,-56000股,-,-6720,94.08,全部成交,2025-7-14 13:00
2025-7-15,9:30:00,股票,*ST东晶(002199.XSHE),买,市价单,17200股,9.1,156520,17200股,-,0,15.65,全部成交,2025-7-15 9:30
2025-7-15,13:00:00,股票,*ST新潮(600777.XSHG),卖,市价单,-38300股,4.03,-154349,-38300股,-,31023,92.61,全部成交,2025-7-15 13:00
2025-7-16,9:30:00,股票,ST尔雅(600107.XSHG),买,市价单,35800股,4.34,155372,35800股,-,0,15.54,全部成交,2025-7-16 9:30
2025-7-16,9:30:00,股票,*ST新潮(600777.XSHG),买,市价单,38700股,4.02,155574,38700股,-,0,15.56,全部成交,2025-7-16 9:30
2025-7-16,13:00:00,股票,ST信通(600289.XSHG),卖,市价单,-21000股,6.86,-144060,-21000股,-,-7560,86.44,全部成交,2025-7-16 13:00
2025-7-16,14:00:00,股票,*ST东晶(002199.XSHE),卖,市价单,-17200股,8.8,-151360,-17200股,-,-5160,90.82,全部成交,2025-7-16 14:00
2025-7-17,13:00:00,股票,ST尔雅(600107.XSHG),卖,市价单,-35800股,4.42,-158236,-35800股,-,2864,94.94,全部成交,2025-7-17 13:00
2025-7-18,9:30:00,股票,*ST东易(002713.XSHE),买,市价单,32800股,4.62,151536,32800股,-,0,15.15,全部成交,2025-7-18 9:30
2025-7-18,9:30:00,股票,*ST沪科(600608.XSHG),买,市价单,37100股,4.08,151368,37100股,-,0,15.14,全部成交,2025-7-18 9:30
2025-7-22,9:30:00,股票,*ST天择(603721.XSHG),买,市价单,7200股,20.82,149904,7200股,-,0,14.99,全部成交,2025-7-22 9:30
2025-7-22,13:00:00,股票,*ST新潮(600777.XSHG),卖,市价单,-38700股,5.06,-195822,-38700股,-,40248,117.49,全部成交,2025-7-22 13:00
2025-7-22,14:55:00,股票,*ST沪科(600608.XSHG),卖,市价单,-37100股,3.94,-146174,-37100股,-,-5194,87.7,全部成交,2025-7-22 14:55
2025-7-23,13:00:00,股票,*ST东易(002713.XSHE),卖,市价单,-32800股,4.48,-146944,-32800股,-,-4592,88.17,全部成交,2025-7-23 13:00
2025-7-24,9:30:00,股票,ST盛屯(600711.XSHG),买,市价单,21100股,7.72,162892,21100股,-,0,16.29,全部成交,2025-7-24 9:30
2025-7-24,9:30:00,股票,ST华通(002602.XSHE),买,市价单,12700股,12.86,163322,12700股,-,0,16.33,全部成交,2025-7-24 9:30
2025-7-24,13:00:00,股票,*ST天择(603721.XSHG),卖,市价单,-7200股,20.08,-144576,-7200股,-,-5328,86.75,全部成交,2025-7-24 13:00
2025-7-25,9:30:00,股票,ST立方(300344.XSHE),买,市价单,27800股,5.54,154012,27800股,-,0,15.4,全部成交,2025-7-25 9:30
2025-7-25,9:30:00,股票,*ST南置(002305.XSHE),买,市价单,58300股,2.64,153912,58300股,-,0,15.39,全部成交,2025-7-25 9:30
2025-7-25,13:00:00,股票,ST盛屯(600711.XSHG),卖,市价单,-21100股,8.02,-169222,-21100股,-,6330,101.53,全部成交,2025-7-25 13:00
